NoMembre;NoCartier;NoAccorderie;NoPointService;NoTypeCommunication;NoOccupation;NoOrigine;NoSituationMaison;NoProvenance;NoRevenuFamilial;NoArrondissement;NoVille;NoRegion;CodePostal;NoTypeTel1;PosteTel2;NoTypeTel2;NoTypeTel3;AchatRegrouper;PretActif;PretRadier;PretPayer;EtatCompteCourriel;BottinTel;BottinCourriel;MembreActif;MembreConjoint;NoMembreConjoint;Sexe;AnneeNaissance;PrecisezOrigine;MembrePrinc;NomAccorderie;RecevoirCourrielGRP;PasCommunication;TransfereDe
3018;0;86;4;2;6;1;2;6;3;68;37067;4;G8Y 1J6;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;0;\N;0;\N;-1;\N;\N
3019;0;88;8;2;1;1;1;1;1;43;66023;6;H1V 3A9;4;;1;1;0;0;\N;\N;\N;0;-1;0;-1;3012;1;0;\N;0;\N;-1;\N;\N
3016;3;2;1;2;4;1;2;2;5;55;23027;3;G1K 2N8;2;2372;3;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1977;\N;0;\N;-1;\N;\N
3017;5;2;1;2;7;3;5;2;3;55;23027;3;G1K 1S1;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1980;\N;0;\N;-1;\N;\N
3010;0;88;8;2;7;1;3;6;3;42;66023;6;H2H 2G7;2;;4;2;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1970;\N;0;\N;-1;0;\N
3011;0;88;8;2;2;1;2;5;3;33;66023;6;H4G 2T6;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1968;\N;0;\N;-1;0;\N
3012;0;88;8;2;4;2;6;5;6;43;66023;6;H1V 3A9;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1978;\N;-1;\N;-1;\N;\N
3013;6;2;1;2;4;1;2;3;4;55;23027;3;G1R 3V3;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1987;\N;0;\N;-1;\N;\N
3014;0;104;14;3;4;1;6;4;5;37;66023;6;H1H 3T6;1;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1983;\N;0;\N;0;0;\N
3009;2;2;1;2;4;1;6;6;3;55;23027;3;G1R 1M3;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1974;\N;0;\N;-1;\N;\N
3005;0;86;4;2;2;1;2;2;4;68;37067;4;G8Z 4N3;1;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1980;\N;0;\N;-1;\N;\N
3006;0;86;4;3;6;1;4;2;5;68;37067;4;G8Z 3V1;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1934;\N;0;\N;-1;\N;\N
3007;0;86;4;3;5;1;5;6;2;68;37067;4;G9A 1Z8;1;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1970;\N;-1;\N;-1;\N;\N
3008;0;86;4;3;5;1;5;6;2;68;37067;4;G9A 1Z8;1;;1;1;-1;0;\N;\N;\N;0;-1;0;-1;3007;0;1985;\N;0;\N;-1;\N;\N
2999;0;2;1;2;4;1;2;2;3;1;25213;12;G6V 3K9;4;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1960;\N;0;\N;-1;\N;\N
3000;0;104;14;2;5;3;3;2;2;35;66023;6;H1R 1R5;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1941;\N;0;\N;-1;\N;\N
3001;0;104;14;1;4;3;4;4;5;37;66023;6;H1H 3M4;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1967;\N;0;\N;-1;0;\N
3002;0;86;4;2;3;1;4;6;6;37;66023;6;H1G 5R2;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1972;\N;0;\N;-1;\N;\N
3003;2;2;1;2;4;2;3;6;4;55;23027;3;G1R 1C5;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1973;\N;0;\N;-1;\N;\N
3004;5;2;1;2;4;3;5;2;4;55;23027;3;G1K 1V3;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
2994;0;92;5;2;4;1;6;2;5;0;36033;4;G9R 1S7;4;;4;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1970;\N;-1;\N;-1;0;\N
2995;0;2;1;2;7;3;4;2;3;60;23027;3;G1V 1L7;2;;3;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1962;\N;0;\N;-1;\N;\N
2996;0;104;14;1;5;3;5;2;3;37;66023;6;H1H 3S4;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1961;\N;0;\N;-1;\N;\N
2997;0;86;4;2;4;1;5;2;4;68;37067;4;G9A 1M6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1977;\N;-1;\N;-1;\N;\N
2998;0;86;4;2;5;3;5;2;2;68;37067;4;G9A 1M6;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;-1;2997;1;1978;\N;0;\N;-1;\N;\N
2993;0;88;8;2;7;1;2;2;3;0;59010;16;J3E 2V3;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1957;\N;0;\N;-1;0;\N
2991;0;88;8;2;7;1;4;3;4;43;66023;6;H1N 2X9;4;;1;1;-1;-1;\N;\N;\N;0;-1;0;0;0;0;1965;\N;0;\N;-1;\N;\N
2988;0;86;4;2;4;1;4;2;4;68;37067;4;G9A 1N1;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1970;\N;0;\N;-1;\N;\N
2987;0;86;4;2;4;1;4;3;5;0;38010;17;G0X 2W0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1969;\N;0;\N;-1;\N;\N
2992;0;104;14;2;4;1;3;6;5;40;66023;6;H2X 3P3;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;1;1984;\N;0;\N;0;\N;\N
2981;0;88;8;2;4;3;5;4;6;43;66023;6;H1W 2Y7;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;-1;\N;-1;\N;\N
2982;0;88;8;2;2;3;3;4;2;30;66023;6;H1M 1C5;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1982;\N;0;\N;-1;\N;\N
2983;0;88;8;2;4;3;5;4;5;43;66023;6;H1W 2Y7;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;-1;2981;1;1985;\N;0;\N;-1;\N;\N
2984;0;115;25;2;4;1;2;5;5;20;58227;16;J3Y 2G1;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1964;\N;0;\N;-1;\N;\N
2985;7;2;1;2;5;1;6;5;5;55;23027;3;G1L 1S2;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1977;\N;0;\N;-1;\N;\N
2986;5;2;1;2;4;1;2;2;2;55;23027;3;G1K 1G4;2;;3;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1960;\N;0;\N;-1;0;\N
2989;0;104;14;3;1;1;1;1;1;46;66023;6;H2E 1H3;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;0;\N;\N
2990;0;104;14;2;5;1;2;2;3;44;66023;6;H4J 1J7;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1965;\N;0;\N;-1;0;\N
2980;0;92;5;2;6;1;5;2;6;0;36033;4;G9T 5K5;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;-1;2675;0;1950;\N;0;\N;-1;0;\N
2976;0;86;4;2;2;1;3;2;3;64;37067;4;G8T 7S6;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;0;\N;\N
2977;0;86;4;3;5;1;2;6;2;68;37067;4;G8Z 1C5;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;0;\N;\N
2978;3;2;1;2;2;3;3;2;2;55;23027;3;G1K 2Y5;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1985;\N;0;\N;-1;\N;\N
2979;10;2;1;2;4;1;6;2;2;55;23027;3;G1J 2R9;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1988;\N;0;\N;-1;\N;\N
2975;0;2;15;2;5;1;4;4;3;58;23027;3;G1M 1A9;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1967;\N;0;\N;-1;\N;\N
2972;1;2;1;1;2;1;3;5;2;55;23027;3;G1S 2R4;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1988;\N;0;\N;-1;0;\N
2973;0;2;1;2;4;1;2;2;4;60;23027;3;G1W 2L9;1;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1984;\N;0;\N;-1;\N;\N
2969;5;2;1;2;4;3;5;2;5;55;23027;3;G1K 1V3;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1982;\N;0;\N;-1;\N;\N
2970;5;2;1;2;5;1;4;6;2;55;23027;3;G1N 4V6;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1968;\N;0;\N;-1;0;\N
2971;3;2;1;3;7;1;4;2;2;55;23027;3;G1K 8E7;2;;4;1;0;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;0;0;\N
2974;0;104;14;2;5;3;2;2;2;44;66023;6;H1V 1A6;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1968;\N;0;\N;-1;0;\N
2968;0;86;4;2;5;1;2;2;2;68;37067;4;G9A 2K7;1;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
2963;0;86;4;2;6;1;2;2;5;68;37067;4;G8Y 1R2;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1957;\N;0;\N;0;\N;\N
2964;0;86;4;2;6;1;2;2;5;68;37067;4;G8Z 3G4;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1951;\N;0;\N;-1;\N;\N
2966;0;86;4;2;2;1;5;2;6;68;37067;4;G9A 1L1;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1989;\N;0;\N;-1;\N;\N
2967;0;86;4;2;4;1;2;2;5;68;37067;4;G8T 3W4;4;251;3;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1979;\N;0;\N;-1;\N;\N
2962;0;104;14;4;5;3;6;3;3;0;65005;13;H7T 1J3;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;0;\N;-1;\N;0;\N;\N
2965;0;104;14;1;5;2;2;4;2;37;66023;6;H1H 3S4;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1956;\N;0;\N;-1;\N;\N
2954;0;104;14;2;5;1;5;4;4;44;66023;6;H1G 6B4;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1954;\N;0;\N;-1;\N;\N
2955;5;2;1;2;2;2;3;2;2;55;23027;3;G1K 2B2;2;239;3;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
2956;0;104;14;4;5;3;4;6;3;37;66023;6;H1H 3T7;1;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1974;\N;0;\N;0;\N;\N
2957;0;2;1;2;5;1;3;2;1;54;23027;3;G1G 1K2;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1979;\N;0;\N;-1;0;\N
2958;2;2;1;2;5;1;2;5;2;55;23027;3;G1R 0A8;1;;1;1;0;-1;\N;\N;\N;-1;-1;0;0;0;0;1980;\N;0;\N;-1;\N;\N
2959;3;2;1;2;4;1;2;6;4;55;23027;3;G1K 2Y5;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1987;\N;0;\N;-1;\N;\N
2960;5;2;1;2;2;1;5;3;4;55;23027;3;G1K 5L9;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1985;\N;-1;\N;-1;\N;\N
2961;5;2;1;2;4;1;5;3;4;55;23027;3;G1K 5L9;2;;1;1;0;0;\N;\N;\N;-1;-1;0;-1;2960;0;1982;\N;0;\N;-1;\N;\N
2953;0;88;8;2;5;1;4;5;1;26;66023;6;H2V 3V2;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1963;\N;0;\N;-1;\N;\N
2951;0;88;8;3;6;1;2;2;3;43;66023;6;H1W 2W5;4;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;1;1944;\N;0;\N;0;\N;\N
2952;10;2;1;2;4;1;3;2;3;55;23027;3;G1L 2E4;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1982;\N;0;\N;-1;\N;\N
2944;0;88;8;2;4;3;2;2;4;52;66023;6;H2J 2N3;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1984;\N;0;\N;-1;\N;\N
2945;0;114;24;2;4;3;2;3;3;0;78070;15;H2A 3C1;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1985;\N;0;\N;-1;0;\N
2946;0;88;8;2;2;3;2;6;2;52;66023;6;H3T 1C6;2;;4;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1987;\N;0;\N;-1;\N;\N
2947;0;88;8;2;7;3;3;2;2;42;66023;6;H2W 2J1;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1982;\N;0;\N;-1;0;\N
2948;0;88;8;2;4;1;3;2;6;43;66023;6;H1W 3L8;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1980;\N;0;\N;-1;0;\N
2949;0;88;8;2;6;1;2;5;6;43;66023;6;H1N 2S6;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1947;\N;0;\N;0;\N;\N
2950;0;104;14;3;4;3;3;3;3;37;66023;6;H1G 1Y5;4;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1986;\N;0;\N;0;\N;\N
2942;1;2;1;2;7;3;5;6;4;55;23027;3;G1S 3C1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1984;\N;0;\N;-1;\N;\N
2943;1;2;1;2;4;3;5;6;5;55;23027;3;G1S 3C1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;0;0;\N
2940;5;2;1;2;4;1;6;2;6;55;23027;3;G1K 1J3;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1977;\N;0;\N;-1;\N;\N
2941;2;2;1;2;5;1;6;2;6;55;23027;3;G1K 1J3;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1978;\N;0;\N;-1;\N;\N
2938;9;2;1;1;4;1;3;2;4;55;23027;3;G2J 4M8;1;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1986;\N;0;\N;0;\N;\N
2939;0;104;14;4;5;3;4;2;5;37;66023;6;H1H 3T7;1;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1972;\N;0;\N;0;\N;\N
2936;0;86;4;2;2;1;5;5;6;0;51025;4;G0X 2K0;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
2937;0;86;4;2;2;1;6;5;6;68;37067;4;G9A 1J4;1;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1975;\N;0;\N;-1;\N;\N
2935;0;86;4;2;5;1;2;5;3;68;37067;4;G8Z 1X2;1;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
2934;0;86;4;3;5;1;2;4;2;64;37067;4;G8T 4R9;4;;2;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;1973;\N;0;\N;-1;\N;\N
2924;0;86;4;2;2;1;6;2;4;68;37067;4;G9A 3N3;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
2925;0;86;4;3;6;1;5;6;4;64;37067;4;G8T 3Z6;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;1934;\N;0;\N;0;\N;\N
2926;0;2;1;3;7;1;2;5;5;60;23027;3;G1X 3Z4;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1954;\N;0;\N;0;\N;\N
2927;0;2;15;2;6;1;2;6;3;58;23027;3;G1M 1T7;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1961;\N;0;\N;-1;\N;\N
2921;0;86;4;2;5;1;6;6;2;68;37067;4;G9A 3K6;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1977;\N;0;\N;-1;0;\N
2922;0;88;8;1;6;1;2;3;4;43;66023;6;H1V 2E5;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1936;\N;0;\N;0;\N;\N
2923;10;2;1;2;2;1;5;2;4;55;23027;3;G1L 2Z4;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
2928;0;104;14;3;4;3;2;2;4;35;66023;6;H1T 1H1;2;;4;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1975;\N;0;\N;0;0;\N
2929;0;104;14;2;4;1;5;3;6;51;66023;6;H1A 5L2;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1964;\N;0;\N;-1;\N;\N
2904;0;86;4;2;4;1;6;2;6;64;37067;4;G8V 1R8;2;;4;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1970;\N;0;\N;-1;\N;\N
2907;5;2;1;2;2;1;3;2;3;55;23027;3;G1K 5J1;1;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1982;\N;0;\N;-1;\N;\N
2908;0;88;8;2;4;1;3;5;5;42;66023;6;H3J 3J8;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1975;\N;0;\N;-1;0;\N
2909;0;104;14;2;4;1;2;4;4;0;65005;13;H7R 5W3;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1984;\N;0;\N;-1;\N;\N
2910;0;88;8;2;4;1;3;2;2;43;66023;6;H1W 1Z2;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1985;\N;0;\N;-1;\N;\N
2911;0;86;4;3;2;3;3;6;2;68;37067;4;G9A 1R8;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1985;\N;0;\N;0;\N;\N
2912;0;114;24;2;6;3;2;3;3;30;66023;6;H1M 3Y1;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1946;\N;0;\N;-1;\N;\N
2913;0;2;1;2;5;1;2;5;5;54;23027;3;G1H 7B3;1;;2;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1968;\N;0;\N;-1;\N;\N
2914;10;2;1;2;4;1;3;2;3;55;23027;3;G1L 3T8;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1981;\N;0;\N;0;\N;\N
2915;0;2;1;2;7;3;6;2;3;58;23027;3;G1P 3B1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1976;\N;0;\N;-1;0;\N
2916;0;2;1;2;4;2;4;2;2;58;23027;3;G1M 1P2;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1973;\N;0;\N;-1;0;\N
2917;0;104;14;2;6;1;2;5;4;44;66023;6;H3L 2J3;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1942;\N;0;\N;-1;\N;\N
2903;0;88;8;2;7;1;3;5;3;43;66023;6;H1W 1H8;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1983;\N;0;\N;-1;0;\N
2905;0;2;1;2;2;1;3;2;2;40;66023;6;H2K 3C3;2;;4;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1990;\N;0;\N;0;\N;\N
2906;10;2;1;3;5;1;2;6;2;55;23027;3;G1J 3L2;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1962;\N;0;\N;-1;\N;\N
2918;0;104;14;2;4;3;2;4;4;51;66023;6;H1E 2X2;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1973;\N;0;\N;-1;0;\N
2919;0;104;14;2;5;3;6;6;5;46;66023;6;H3N 2J4;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1978;\N;0;\N;-1;0;\N
2920;0;104;14;3;6;1;2;2;3;37;66023;6;H1J 3T5;1;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1943;\N;0;\N;0;0;\N
2930;0;104;14;3;4;1;3;2;4;51;66023;6;H1A 3P2;1;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1950;\N;-1;\N;0;0;\N
2932;0;104;14;3;6;1;3;2;3;51;66023;6;H1A 3P2;1;;1;1;0;0;\N;\N;\N;-1;0;0;-1;2930;1;1938;\N;0;\N;0;0;\N
2933;0;104;14;2;4;1;3;2;3;44;66023;6;H1V 1P3;4;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1954;\N;0;\N;-1;\N;\N
2900;0;86;4;2;1;1;1;1;1;68;37067;4;G9A 3P9;3;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;0;\N;0;\N;-1;0;\N
2901;0;115;25;2;6;1;3;4;1;17;58227;16;J4N 1K2;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1953;\N;0;\N;-1;0;\N
2902;10;2;1;2;6;1;2;2;4;55;23027;3;G1J 4H7;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1951;\N;0;\N;-1;\N;\N
2899;0;86;4;2;6;1;2;2;1;68;37067;4;G9A 2N1;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1956;\N;0;\N;-1;0;\N
2897;3;2;1;2;4;3;2;2;5;55;23027;3;G1K 2P2;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1985;\N;0;\N;-1;\N;\N
2894;0;88;8;3;2;3;6;6;4;35;66023;6;H1P 1P9;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1964;\N;0;\N;-1;\N;\N
2895;0;88;8;2;4;1;2;5;5;33;66023;6;H4G 1Z3;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1980;\N;0;\N;-1;\N;\N
2896;5;2;1;2;4;1;4;2;5;55;23027;3;G1K 5L6;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1962;\N;0;\N;-1;0;\N
2890;0;88;8;2;6;1;4;5;5;52;66023;6;H3T 1J5;2;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1960;\N;0;\N;0;\N;\N
2891;10;2;1;3;5;1;2;2;2;55;23027;3;G1L 2Y5;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1949;\N;0;\N;-1;\N;\N
2892;0;2;1;2;4;1;2;2;4;60;23027;3;G1X 4Z5;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1975;\N;0;\N;-1;\N;\N
2893;5;2;1;2;2;1;5;2;2;55;23027;3;G1L 2L6;1;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;1;0;\N;0;\N;-1;\N;\N
2887;0;114;24;2;6;1;2;5;5;45;66023;6;J1G 2S1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1953;\N;0;\N;0;-1;\N
2888;0;88;8;3;2;2;3;2;2;46;66023;6;H2R 2B7;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1983;\N;0;\N;0;\N;\N
2889;0;88;8;2;4;3;2;1;5;45;66023;6;H2S 2W3;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1978;\N;0;\N;-1;0;\N
2898;0;104;14;4;5;3;4;4;3;37;66023;6;H1H 3S4;2;;4;1;0;0;\N;\N;\N;0;0;0;0;0;0;1951;\N;0;\N;0;\N;\N
2882;0;2;1;2;6;1;2;2;1;0;21040;3;G0A 2K0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1950;\N;0;\N;-1;0;\N
2883;3;2;1;2;2;1;2;6;2;55;23027;3;G1K 5T3;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
2884;3;2;1;2;2;1;2;6;2;55;23027;3;G1K 5M5;1;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
2862;0;88;8;2;7;1;2;5;5;41;66023;6;H3C 1L2;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1961;\N;0;\N;-1;\N;\N
2863;0;88;8;2;4;1;2;5;5;33;66023;6;H4G 1H9;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1967;\N;0;\N;-1;\N;\N
2864;0;114;24;2;6;3;2;3;3;45;66023;6;H1X 1G7;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
2865;0;88;8;2;4;1;6;5;6;43;66023;6;H1L 5W9;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1973;\N;0;\N;-1;\N;\N
2866;0;88;8;2;4;1;3;5;5;33;66023;6;H4G 2Z4;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
2867;0;104;14;2;7;3;2;3;3;43;66023;6;H2H 2S1;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1952;\N;0;\N;-1;\N;\N
2868;0;88;8;2;2;1;3;5;2;43;66023;6;H1V 2S5;4;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1986;\N;0;\N;-1;\N;\N
2869;0;88;8;2;6;3;2;5;4;41;66023;6;H3J 2P8;2;;4;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1962;\N;0;\N;-1;0;\N
2870;0;104;14;2;4;1;6;6;6;46;66023;6;H2P 2G6;2;2723;3;4;-1;0;\N;\N;\N;0;-1;0;0;0;0;1976;\N;0;\N;-1;0;\N
2871;0;88;8;2;4;1;2;5;4;45;66023;6;H2G 2R8;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1981;\N;0;\N;-1;\N;\N
2872;0;114;24;2;4;1;2;6;6;46;66023;6;H2P 2K5;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1978;\N;0;\N;-1;0;\N
2873;0;88;8;2;4;1;4;5;6;45;66023;6;H2S 2B9;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1970;\N;0;\N;-1;\N;\N
2881;3;2;1;3;4;1;2;2;2;55;23027;3;G1N 4R1;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1977;\N;0;\N;0;\N;\N
2861;0;86;4;3;1;1;1;1;1;68;37067;4;G9A 1R8;3;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;0;\N;0;\N;0;\N;\N
2874;0;104;14;1;4;1;5;5;5;37;66023;6;H2M 1P8;2;;4;4;0;0;\N;\N;\N;-1;0;0;0;0;0;1985;\N;0;\N;-1;0;\N
2875;0;104;14;2;4;1;2;5;1;46;66023;6;H2R 0A1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1971;\N;0;\N;0;\N;\N
2876;0;104;14;1;6;1;2;5;5;45;66023;6;H2G 2T4;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1950;\N;0;\N;-1;\N;\N
2877;0;104;14;3;1;1;1;1;1;0;75017;15;J7Y 5B1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;0;\N;0;\N;0;0;\N
