"NoDemandeService";"NoMembre";"NoAccorderie";"TitreDemande";"Description";"Approuve";"Supprimer";"Transmit";"DateDebut";"DateFin"
"2648";"8578";"2";"Transport taxi meuble";"Bonjour, je recherche quelqu'un qui est ""équipé"" pour transporter/ déménager un meuble (remorque? trailer?). Je peux fournir les ""bras"". Je n'ai pas de voiture et j'adore magasiner dans l'usagé. Essence à mes frais. Merci, j'attends de vos nouvelles";"-1";"-1";"0";"2017-10-01";"2018-01-01"
"2649";"6146";"117";"Menus travaux électricité";"Recherche toujours un électricien pour remettre fils aux murs, ajout de prises électriques et de prise de rasoir.

J'aurais besoin aussi de conseils pour le changement de plinthes électriques pour du chauffage à convection. ";"-1";"0";"0";"2017-09-28";"2017-11-28"
"2650";"8784";"115";"apprendre à dessiner des visages";"J'aimerais un artiste pour apprendre à dessiner des visages.";"-1";"-1";"0";"2017-09-30";"2018-09-01"
"2651";"8729";"114";"travaux de couture";"coutures  sur des petits sacs
genre banane,sac a dos";"-1";"0";"0";"2017-10-03";"2017-12-03"
"2652";"8729";"114";"cellulaire";"apprendre a m en servir";"-1";"0";"0";"2017-10-03";"2017-12-03"
"2653";"6523";"2";"Accompagnateur pour pratiquer la conduite automobile";"J'ai suivi tous mes cours pratiques de conduite automobile, mais je n'ai personne avec qui pratiquer avant mon examen à la SAAQ. J'aurais besoin de quelqu'un qui souhaite me faire pratiquer avec une voiture automatique.";"-1";"0";"0";"2017-10-11";"2018-10-11"
"2654";"8152";"115";"Installation d'un abri d'auto (Tempo)";"Pour aider mon conjoint à installer un abri d'auto au cours du mois de novembre";"-1";"-1";"0";"2017-10-11";"2017-11-15"
"2655";"8805";"2";"jouer guitare et chanter ensemble";"Je viens de déménager ici et j'aime jouer la guitare et chanter avec des gens.  Si vous aimez ça aussi, peut-être on pourrait le faire ensemble?";"-1";"0";"0";"2017-10-12";"2018-06-30"
"2656";"7218";"109";"ouvre-porte de garage";"Bonjour, quelqu'un peut réparer mon ouvre -porte de garage à distance ?
Merci";"-1";"-1";"0";"2017-10-16";"2017-10-30"
"2657";"7218";"109";"remplacer un petit escalier extérieur";"j'ai les pièces reste juste à fixer l'escalier au balcon";"-1";"-1";"0";"2017-10-16";"2017-10-30"
"2658";"8818";"88";"Développement d'un site Web";"Site pour une association avec des membres. Donc fichier de membres en ligne.";"-1";"0";"0";"2017-10-16";"2017-12-31"
"2659";"8818";"88";"ordinateur portable";"Réparation d'un touch screen (en miettes) et d'un port USB";"-1";"0";"0";"2017-10-16";"2017-12-31"
"2660";"8818";"88";"Table de travail (bureau de chambre)";"Besoin d'une table de travail pour travailler dans ma chambre à l'Ordi.";"0";"-1";"0";"2017-10-16";"2017-12-31"
"2661";"8818";"88";"Commode de chambre";"Besoin d'une commode 4 ou 5 tiroirs, livrée chez moi. 3889, rue Adam, Montréal";"0";"-1";"0";"2017-10-16";"2017-12-31"
"2662";"8318";"115";"entretien ménager";"5 1/2 ménage aux deux semaines, n'importe quel jour";"-1";"-1";"0";"2017-10-18";"2018-10-18"
"2663";"6992";"115";"Fermeture de piscine";"Cherche quelqu'un avec expérience dans la fermeture de piscine.";"-1";"-1";"0";"2017-10-18";"2017-11-20"
"2664";"7373";"114";"aide temporaire à la maison";"quasi immobilisé temporairement, besoin aide pour l'ordinaire d'un appartement: ménage léger, lavage, cuisine, etc. 

Merci  :) 
Benoit 
(Viau/Jean-Talon) ";"-1";"-1";"0";"2017-10-20";"2017-11-30"
"2665";"5813";"115";"Transport & aide avec fendeuse de bûches";"Transport pour aller chercher/retourner une fendeuse et aider à fendre une corde de bûches.";"-1";"-1";"0";"2017-10-29";"2017-11-29"
"2666";"8401";"112";"Ménage de maison intérieur";"J'ai besoin à l'occasion d'une personne pour m'aider à faire de petits travaux et du ménage dans la maison.";"-1";"0";"0";"2017-10-29";"2018-10-29"
"2667";"8401";"112";"Petites rénovations intérieur et extérieur";"M'aider à faire des petites rénovations au besoin. Monter meubles et construire du rangement ect...";"-1";"0";"0";"2017-10-29";"2018-10-29"
"2668";"8401";"112";"Cuisine";"M'aider à préparer des grosse batches de nourriture.";"-1";"0";"0";"2017-10-29";"2018-10-29"
"2669";"1892";"104";"légèere peinture d intérieur ";"comptoir de cuisine tout petit endroit  facile d acces merci ";"-1";"-1";"0";"2017-10-31";"2017-12-30"
"2670";"8860";"118";"Aide pour le bois de chauffage";"Recherche des bras supplémentaires pour avancer mon bois de chauffage. Bois à corder et/ou à fendre. Je suis présent avec mes enfants. Merci!";"-1";"-1";"0";"2017-11-02";"2017-12-18"
"2671";"3594";"88";"peinture interieure";"salle de bain";"0";"-1";"0";"2017-11-02";"2017-11-30"
"2673";"176";"2";"Rangement et peinture";"Bonjour, j'ai un besoin urgent de l'aide pour rangement et peinture, est-ce qu'un accordeur pourrait m'aider? Pour plus de détails: 418 641-0061
Merci.";"-1";"-1";"0";"2017-11-06";"2017-12-22"
"2674";"8396";"88";"petit déménagement";"le samedi 2 ou le dimanche, j'ai besoin d'aide pour un petit déménagement sur le Plateau (même rue) sofa lit, une table, chaise et bancs et boîtes, offre le repas et boissons. Merci encore! Lise";"-1";"-1";"0";"2017-11-08";"2017-12-10"
"2675";"8878";"2";"pose de pneus hiver";"je cherche qqn. qui pourait m'aider a installer mes pneus d'hiver deja sur rims.:-)";"-1";"-1";"0";"2017-11-11";"2017-12-01"
"2676";"5463";"2";"Fermeture terrasse";"Bonjour,

J'ai besoin d'aide pour fermer ma terrasse :

Rentrer 3 plantes en pots de 12 pouces
Changer ma porte moustiquaire avec celle vitrée(facile 2 pentures)
Placer plastique dans porte (séchoir à  cheveux)
Ranger quelques fauteuils d'osier
Bo";"-1";"-1";"0";"2017-11-11";"2017-12-11"
"2677";"5463";"2";"Fermeture terrasse";"Bonjour,

J'ai besoin d'aide pour fermer ma terrasse :

Rentrer 3 plantes en pots de 12 pouces
Changer ma porte moustiquaire avec celle vitrée(facile 2 pentures)
Placer plastique dans porte (séchoir à  cheveux)
Ranger quelques fauteuils d'osier
Bo";"0";"-1";"0";"2017-11-11";"2017-11-30"
"2678";"5463";"2";"Fermeture terrasse";"Bonjour,

J'ai besoin d'aide pour fermer ma terrasse :

Rentrer 3 plantes en pots de 12 pouces
Changer ma porte moustiquaire avec celle vitrée(facile 2 pentures)
Placer plastique dans porte (séchoir à  cheveux)
Ranger quelques fauteuils d'osier
Bo";"0";"-1";"0";"2017-11-11";"2017-11-30"
"2679";"3256";"114";"Installer une tringle de rideaux et une tablette d'étagère";"La tringle est déjà installée en fait, mais pas assez solidement (j'ai les chevilles, mais il me manque la perceuse). La perceuse permettrait aussi d'ajouter une tablette à une étagère. Merci.";"-1";"0";"0";"2017-11-14";"2017-12-01"
"2680";"8799";"92";"pousse et germination";"Je désire en savoir plus sur la germination ,qu'elle est le cout pour débuter une petite production.mercie";"0";"-1";"0";"2017-11-15";"2017-11-15"
"2681";"8799";"92";"initiation machine a coude ";"J'ai une vielle machine a coude regent j'aurais besoin d'un coup de main.Mercie ";"0";"-1";"0";"2017-11-15";"2017-11-15"
"2682";"8912";"2";"Coupe de cheveux ";"Besoin d'une personne H ou F pour me couper les cheveux 1x/mois ou 2mois. Une simple coupe suffirait, je suis une fille non fancy. Merci de Christine";"-1";"-1";"0";"2017-11-16";"2018-11-16"
"2683";"8877";"109";"Initiation Radio amateur";"Bonjour, j'aimerais en connaitre plus sur la radio amateure (VHF, 2m, 40cm) J'ai une radio portable pour laquelle j'aimerais passer le cours.";"-1";"-1";"0";"2017-11-17";"2018-01-31"
"2684";"8905";"119";"cordage";"corder du bois";"-1";"-1";"0";"2017-11-23";"2017-11-24"
"2685";"8878";"2";"Petit transport  de 30 minutes  ";"Je cherche  qqn. qui pourrait faire  un petit  transport  dans limoilou  1x  par semaine . ";"-1";"-1";"0";"2017-11-23";"2018-01-26"
"2686";"8920";"114";"cours de pilates";"Bonjour à vous, je cherche une personne qui aurait un diplôme de pilates et qui pourrait me donner des cours. belle journée";"-1";"-1";"0";"2018-01-15";"2018-04-30"
"2687";"8920";"114";"conseil immigration";"Bonjour, je suis actuellement en visa tourisme. J'ai fais des recherches sur internet quand à mes options pour rester plus longtemps au Québec. J'aurais besoin d'une personne qui s'y connais bien et qui pourrait m'aider. belle journée";"-1";"-1";"0";"2017-11-23";"2017-11-23"
"2688";"8816";"114";"Nettoyage d'un manteau d'hiver";"J'ai un manteau a  faire nettoye, peut etre nettoyage a sec.";"-1";"0";"0";"2017-11-24";"2018-03-24"
"2689";"8858";"118";"aide-agricole";"Besoin d'aide pour m'aider  une ou deux journée dans mes besognes à la ferme.Une besogne = environ 3 hres; il y a 2 besogne par jour. Tâche à effectuer: Gratter les pavés des vaches, mettre la paille et soulever des chaudières trop lourdes pour moi.  ";"-1";"0";"0";"2017-11-27";"2017-12-04"
"2710";"8920";"114";"Laveuse/secheuse";"Je recherche une personne qui habite dans le secteur Limoilou (près du centre vidéotron). Nous n'avons pas de laveuse secheuse. Besoins pour deux lavages/séchages.Nous utiliserons notre propre lessive bio.";"-1";"-1";"0";"2018-01-15";"2018-01-31"
"2690";"8886";"114";"brancher le répondeur sans le manuel";"J'ai cherchée quelque un qui savais comme brancher le répondeur avec téléphone parce que je perdue le manuel.";"0";"-1";"0";"2017-11-30";"2018-01-01"
"2691";"8886";"114";"brancher le répondeur sans le manuel";"J'ai cherchée quelque un qui savais comme brancher le répondeur avec téléphone parce que je perdue le manuel.";"0";"-1";"0";"2017-11-30";"2018-01-01"
"2692";"8886";"114";"brancher le répondeur";"J'ai besoin brancher le répondeur avec téléphone et je perdu le manuel et c'est difficile pour moi le fait. Merci.";"-1";"0";"0";"2017-11-30";"2018-01-01"
"2693";"8425";"2";"petits travaux";"bonjour, j'ai besoin de quelqu&#8217;un qui pourras m'aider à installer des pellicules de plastic sur mes fenêtres de cote intérieure de mon appartement  avant que le grand froid s'installe ..quelqu&#8217;un de disponible les fin de semaines ou bien les l";"-1";"-1";"0";"2017-12-04";"2018-01-01"
"2694";"8010";"86";"Accompagnement chez Costco pour objet transport d'objet lourd";"URGENT_Besoin de gros bras pour m'aider à transporter une table pliante extrêmement lourde et l'apporter chez moi.";"-1";"0";"0";"2017-12-04";"2018-01-01"
"2695";"8381";"115";"Réparation d'un clavier de musique";"Recherche quelqu'un qui pourrait m'aider à réparer un clavier de musique style petit piano. Le contact électrique ne semble pas bien se faire...";"-1";"-1";"0";"2017-12-05";"2018-01-30"
"2696";"8967";"114";"Gardiennage";"gardiennage d'enfants";"-1";"0";"0";"2017-12-11";"2018-03-31"
"2697";"8967";"114";"entretient ménager";"ménage léger";"-1";"0";"0";"2017-12-11";"2018-03-30"
"2698";"8968";"114";"fabrication bière";"Apprendre le brassage de la bière";"-1";"0";"0";"2017-12-11";"2018-03-23"
"2699";"8940";"2";"Diverses tâches / Au travers mes RDV médic.";"Bonjour,
Besoin d'accordeur(s) pour entretien ménager léger, moyen, lourd; aide à préparer mon environnement avant peinture; par la suite, déplacement de meubles, etc. Merci!";"-1";"-1";"0";"2018-03-05";"2018-03-31"
"2743";"5433";"109";"Fabrication costume";"J'aimerais me faire faire un costume de lapin pour Pâques, si vous avez du talent dans ce domaine. Je paie le matériel bien sûr. Merci d'avance !";"-1";"-1";"0";"2018-03-01";"2018-03-20"
"2700";"8974";"112";"cours de piano";"j'aimerai recevoir des cours de piano";"-1";"0";"0";"2017-12-15";"2018-03-15"
"2701";"8974";"112";"aide au jardinage";"besoin d'aide dans mes jardins";"-1";"0";"0";"2017-12-15";"2018-10-15"
"2702";"8423";"2";"Windows 10";"Bonjour, j'aimerais en apprendre davantage le fonctionnement de Windows 10

Mélanie Poulin
melqccan@yahoo.ca";"-1";"-1";"0";"2017-12-15";"2018-02-15"
"2703";"8215";"115";"cuisine asiatique";"apprendre à cuisiner au wok et/ou des recettes du monde asiatique.";"-1";"-1";"0";"2018-01-20";"2018-05-31"
"2704";"8215";"115";"à part les joints d'étanchéité du robinet";"robinet s'entête à dégoutter même si j'ai changé les washers. J'aimerais apprendre à le comprendre,ce robinet et le contrôler!";"-1";"-1";"0";"2018-01-04";"2018-04-04"
"2705";"8958";"2";"Cours de clarinette";"Je cherche quelqu'un qui pourrait me guider dans mon apprentissage de la clarinette. Je viens tout juste de débuter, mais j'ai joué du saxophone pendant 5 ans et j'ai arrêté pendant 3 ans. ";"-1";"-1";"0";"2017-12-21";"2018-01-21"
"2706";"8884";"114";"Réflexologie pour pieds";"Mal aux pieds, épine de le noir et fascite plantaire";"-1";"0";"0";"2017-12-29";"2018-01-10"
"2707";"8939";"88";"Plomberie ";"Mon chauffe-eau coule et je dois le faire remplacer. Je ne sais pas si comment ça fonctionne ni si l'installation est comprise. J'aimerais peut-être avoir de l'aide à ce niveau. Merci! ";"-1";"-1";"0";"2018-01-05";"2018-01-12"
"2708";"8215";"115";"peinture intérieure:une pièce de 16X16";"peinture Benjamin Moore.Probablement une seule couche.";"-1";"-1";"0";"2018-01-13";"2018-05-31"
"2709";"8996";"117";"Déneigement abri temporaire";"Enlever la neige autour de mon abri temporaire";"-1";"-1";"0";"2018-01-14";"2018-04-14"
"2711";"8920";"114";"Ostéopathie";"Bonjour,
Je recherche quelqu'un diplômé en ostéopathie. J'ai des douleurs au dos et bassin. Bonne journée";"0";"-1";"0";"2018-01-15";"2018-01-31"
"2712";"8215";"115";"peinture intérieure";"peinture pièce 16X16 avec produits Benjamin Moore (donc bonnes chances qu'une seule couche soit ok) avec le plafond si possible.
Toutes les personnes identifiées à la rubrique pertinente ont déclinées.";"-1";"-1";"0";"2018-01-17";"2018-04-17"
"2713";"8215";"115";"plomberie élémentaire";"mon robinet coule malgré changement des joints d'étanchéité. Je donne ma langue au chat.
Pouvez-vous remplacer la demande déjà publiée par celle-ci svp? plus concise.";"-1";"-1";"0";"2018-01-17";"2018-07-17"
"2714";"9008";"2";"Physiothérapie";"Recherche de physiothérapie pour blessure sportive (aide à la récupération)";"0";"-1";"0";"2018-01-18";"2018-02-18"
"2715";"8082";"115";"macramé";"connaissance du macramé. J'ai des morceaux (2 sacs à main) à faire terminer.
";"-1";"-1";"0";"2018-10-08";"2018-12-19"
"2716";"8423";"2";"Cours d'autodéfense";"Bonjour,  j'aimerais apprendre davantage sur les techniques d'auto-défense";"-1";"0";"0";"2018-01-20";"2019-01-20"
"2717";"8423";"2";"poterie";"J'aimerais être initiée à la poterie";"-1";"-1";"0";"2018-01-20";"2019-01-20"
"2718";"9021";"114";"cours d'autodéfense";"cours d'autodéfense";"-1";"0";"0";"2018-01-25";"2018-02-01"
"2719";"9022";"114";"Déneigement";"Déneigement";"-1";"0";"0";"2018-01-25";"2018-02-01"
"2720";"9026";"114";"Atelier de poterie";"Atelier de poterie";"-1";"0";"0";"2018-01-25";"2018-02-01"
"2721";"9023";"114";"correction de texte";"correction de texte en français";"-1";"0";"0";"2018-01-25";"2018-02-01"
"2722";"9024";"114";"massage";"massage";"-1";"0";"0";"2018-01-25";"2018-02-01"
"2723";"9028";"114";"photo";"photographie de portrait";"-1";"0";"0";"2018-01-25";"2018-02-01"
"2724";"8807";"118";"garder un petit chien yorkshire";"garder notre petit chien chez-vous. Il est tranquille, ne brise jamais rien. Il aime beaucoup jouer et aller marcher dehors.Il aime bien prendre des repos sur nous lorsqu'on écoute la télé ou fait une sieste. Nourriture fournie, plats,lit....";"-1";"-1";"0";"2018-09-30";"2019-09-30"
"2725";"173";"2";"Access - Création de bases de données";"Pour des locations de salles annuelles, ponctuelles et ce pour environ 6 utilisateurs. Soir ou fin semaine. Cellulaire : 418-572-2228 ou macouillard89@hotmail.com";"-1";"0";"0";"2018-01-27";"2018-12-21"
"2726";"7676";"114";"Construction de bacs en bois pour culture légumière";"Afin d'aménager un espace de culture légumière sur mon balcon arrière, je recherche une personne qui saurait construire des bacs en bois d'une certaine dimension et qui dispose des outils nécessaires.";"-1";"-1";"0";"2018-02-01";"2018-09-03"
"2727";"173";"2";"Laveur(se) de plancher";"Besoin d'aide dans le quartier ST Pie X pour laver plancher - 1 fins semaine sur deux pour répit d'aidant naturel. Merci.";"-1";"-1";"0";"2018-02-03";"2019-01-02"
"2728";"173";"2";"Laveur(se) de plancher";"Besoin d'aide pour laver mes plancher. Merci.";"-1";"-1";"0";"2018-02-03";"2019-01-02"
"2729";"9026";"114";"correction texte en créole haitien";"traduire petits texte en créole haitien.";"-1";"0";"0";"2018-02-03";"2018-11-03"
"2730";"9026";"114";"conversation en créole haitien";"conversation avancé en créole haitien";"-1";"0";"0";"2018-02-03";"2018-12-03"
"2731";"7676";"114";"Installation d'une étagère";"Je recherche une personne qui a les outils (j'ai le matériel) et les compétences nécessaires pour installer une grande étagère qui servira de bibliothèque et ou je poserais éventuellement une télévision. ";"-1";"-1";"0";"2018-02-05";"2018-05-12"
